"Year","Game","ReleaseDate","Genre","Earnings","Players","Tournaments"
"2012","WarCraft III","2002","Strategy",81561.64,32,57
"2012","Quake Live","2010","First-Person Shooter",71284.81,30,56
"2012","Tekken Tag Tournament 2","2011","Fighting Game",66720,47,20
"2012","Street Fighter X Tekken","2012","Fighting Game",66015.64,51,27
"2012","Halo: Reach","2010","First-Person Shooter",64567.99,57,10
"2012","Point Blank","2008","First-Person Shooter",64500,49,7
"2012","CrossFire","2007","First-Person Shooter",60774.96,122,22
"2012","Soul Calibur V","2012","Fighting Game",57500.9,22,9
"2012","KartRider","2004","Racing",53139,17,3
"2012","FIFA 12","2011","Sports",52670.52,46,51
"2012","Team Fortress 2","2007","First-Person Shooter",40007.8,97,9
"2012","Halo 4","2012","First-Person Shooter",40000,16,1
"2012","iRacing.com","2008","Racing",32500,8,2
"2012","Super Smash Bros. Melee","2001","Fighting Game",30778.5,87,28
"2012","Call of Duty: Black Ops 2","2012","First-Person Shooter",29997.95,32,4
"2012","Battlefield 3","2011","First-Person Shooter",25407.46,5,6
"2012","Age of Empires II","1999","Strategy",24642.94,49,6
"2012","King of Fighters XIII","2010","Fighting Game",21995,29,8
"2012","Bloodline Champions","2011","Multiplayer Online Battle Arena",21450,27,6
"2012","Super Smash Bros. Brawl","2008","Fighting Game",18424.46,57,24
"2012","TrackMania Nations Forever","2008","Racing",18051.32,21,13
"2012","FIFA 13","2012","Sports",17123.27,21,18
"2012","BlazBlue: Continuum Shift II","2010","Fighting Game",16999.58,0,1
"2012","Call of Duty 4: Modern Warfare","2007","First-Person Shooter",16525.03,51,8
"2012","Super Street Fighter II Turbo HD Remix","2008","Fighting Game",16200,18,3
"2012","Street Fighter III: 3rd Strike","1999","Fighting Game",15780.72,18,4
"2012","TrackMania 2: Canyon","2011","Racing",13237.04,8,26
"2012","Ultimate Marvel vs. Capcom 3","2011","Fighting Game",4696.23,22,6
"2012","Gears of War 3","2011","Third-Person Shooter",4555.81,0,2
"2012","Tekken 6","2007","Fighting Game",4541.78,7,4
"2012","Call of Duty 2","2005","First-Person Shooter",1014.32,10,1
"2012","Project M","2010","Fighting Game",751.81,10,4
"2012","NHL 12","2011","Sports",702.93,6,2
"2012","Persona 4 Arena","2012","Fighting Game",476.63,14,3
"2012","Super Smash Bros.","1999","Fighting Game",400,7,2
"2012","Age of Empires III","2005","Strategy",345,4,2
"2012","QuakeWorld","1996","First-Person Shooter",255.66,1,1
"2012","Call of Duty: Black Ops","2010","First-Person Shooter",240,0,1
"2012","Forza Motorsport 4","11","Racing",132.37,2,1
"2012","Dead or Alive 5","2012","Fighting Game",0,4,1
"2012","Super Street Fighter II Turbo","1994","Fighting Game",0,4,1
"2013","League of Legends","2009","Multiplayer Online Battle Arena",6226159.63,1204,368
"2013","Dota 2","2013","Multiplayer Online Battle Arena",4543141.76,467,126
"2013","StarCraft II","2010","Strategy",3846316.26,612,500
"2013","Call of Duty: Black Ops 2","2012","First-Person Shooter",1432141.3,181,48
"2013","Counter-Strike: Global Offensive","2012","First-Person Shooter",1211869.54,1000,199
"2013","Turbo Racing League","2013","Racing",1000000,16,9
"2013","Heroes of Newerth","2010","Multiplayer Online Battle Arena",649870.1,316,96
"2013","FIFA 13","2012","Sports",441304.55,44,44
"2013","Madden NFL 2013","2012","Sports",400000,8,1
"2013","Halo 4","2012","First-Person Shooter",371798.76,55,15
"2013","World of Tanks","2010","Strategy",329000,47,6
"2013","CrossFire","2007","First-Person Shooter",270618.52,207,68
"2013","World of WarCraft","2004","Role-Playing Game",189000,12,1
"2013","Counter-Strike Online","2016","First-Person Shooter",142193.6,28,4
"2013","ShootMania Storm","2013","First-Person Shooter",129658.37,69,32
"2013","Super Street Fighter IV Arcade Edition","2010","Fighting Game",126977.72,100,96
"2013","Magic: The Gathering Online","2002","Collectible Card Game",116000,16,1
"2013","StarCraft: Brood War","1998","Strategy",109570.17,56,35
"2013","NHL 13","2012","Sports",70000,1,1
"2013","Call of Duty: Ghosts","2013","First-Person Shooter",68749.3,59,14
"2013","WarCraft III","2002","Strategy",66904.83,22,61
"2013","Super Smash Bros. Melee","2001","Fighting Game",56927.3,202,112
"2013","Quake Live","2010","First-Person Shooter",50733.15,45,21
"2013","Point Blank","2008","First-Person Shooter",48000,39,3
"2013","SMITE","2014","Multiplayer Online Battle Arena",43472.38,25,3
"2013","Ultimate Marvel vs. Capcom 3","2011","Fighting Game",37763.67,75,59
"2013","Age of Empires II","1999","Strategy",32780.27,53,5
"2013","iRacing.com","2008","Racing",32000,10,2
"2013","Team Fortress 2","2007","First-Person Shooter",31664.98,114,11
"2013","FIFA 14","2013","Sports",28687.53,19,19
"2013","KartRider","2004","Racing",27570,16,1
"2013","Tekken Tag Tournament 2","2011","Fighting Game",24225.86,51,51
"2013","Injustice: Gods Among Us","2013","Fighting Game",18906.89,71,69
"2013","Super Smash Bros. Brawl","2008","Fighting Game",18591.65,86,51
"2013","Street Fighter X Tekken","2012","Fighting Game",15425,56,51
"2013","Battlefield 4","2013","First-Person Shooter",15408.65,20,3
"2013","TrackMania 2: Stadium","2013","Racing",12008.29,23,8
"2013","Counter-Strike","2000","First-Person Shooter",10080,21,1
"2013","Project M","2010","Fighting Game",8815.48,92,44
"2013","Defense of the Ancients","2003","Multiplayer Online Battle Arena",5955.02,0,2
"2013","Call of Duty 4: Modern Warfare","2007","First-Person Shooter",5850.23,15,5
"2013","King of Fighters XIII","2010","Fighting Game",5510,36,11
"2013","Persona 4 Arena","2012","Fighting Game",5040,21,6
"2013","S.K.I.L.L. - Special Force 2","2013","First-Person Shooter",4054.33,10,1
"2013","Mortal Kombat 9","2011","Fighting Game",2640,16,4
"2013","Street Fighter IV","2009","Fighting Game",2440,16,1
"2013","Divekick","2013","Fighting Game",2360,11,3
"2013","Age of Empires III","2005","Strategy",2145.85,11,2
"2013","Super Smash Bros.","1999","Fighting Game",2061,16,5
"2013","TrackMania Nations Forever","2008","Racing",1881.98,11,2
"2013","Age of Empires","1997","Strategy",1716,27,3
"2013","TrackMania 2: Canyon","2011","Racing",1427.78,3,2
"2013","Hearthstone","2014","Collectible Card Game",1395.34,3,3
"2013","Doom II: Hell on Earth","1994","First-Person Shooter",1000,1,1
"2013","Soul Calibur V","2012","Fighting Game",405,19,3
"2013","Skullgirls","2012","Fighting Game",300,3,1
"2013","Trackmania 2: Valley","2013","Racing",238.68,3,1
"2013","Dragon Ball Z: Budokai 3","2004","Fighting Game",204.06,3,1
"2013","Unreal Tournament 3","2007","First-Person Shooter",165,4,1
"2013","BlazBlue: Continuum Shift Extend","2011","Fighting Game",0,3,1
"2013","Dead or Alive 5 Ultimate","2013","Fighting Game",0,11,2
"2014","Dota 2","2013","Multiplayer Online Battle Arena",16608030.59,674,150
"2014","League of Legends","2009","Multiplayer Online Battle Arena",8057290.99,1631,428
"2014","StarCraft II","2010","Strategy",3471338.3,499,610
"2014","Counter-Strike: Global Offensive","2012","First-Person Shooter",1962515.01,1420,279
"2014","Call of Duty: Ghosts","2013","First-Person Shooter",1525435.95,182,62
"2014","Hearthstone","2014","Collectible Card Game",1123245.18,309,177
"2014","World of Tanks","2010","Strategy",882436.68,64,7
"2014","CrossFire","2007","First-Person Shooter",506348.43,187,46
"2014","SMITE","2014","Multiplayer Online Battle Arena",497909.6,81,10
"2014","Heroes of Newerth","2010","Multiplayer Online Battle Arena",486110.24,249,87
"2014","World of WarCraft","2004","Role-Playing Game",250000,24,1
"2014","WarCraft III","2002","Strategy",215181.8,47,29
"2014","Super Smash Bros. Melee","2001","Fighting Game",167343.13,362,268
"2014","Ultra Street Fighter IV","2014","Fighting Game",162631.79,96,79
"2014","Attack on Titan Tribute Game","2013","Fighting Game",139063.53,42,19
"2014","Battlefield 4","2013","First-Person Shooter",128323.18,74,67
"2014","Call of Duty: Advanced Warfare","2014","First-Person Shooter",126947.81,127,40
"2014","Magic: The Gathering Online","2002","Collectible Card Game",116000,16,1
"2014","KartRider","2004","Racing",106712,33,2
"2014","Halo 2 Anniversary","2014","First-Person Shooter",90037.6,57,7
"2014","Counter-Strike Online","2016","First-Person Shooter",78688,15,2
"2014","Point Blank","2008","First-Person Shooter",78000,57,4
"2014","Team Fortress 2","2007","First-Person Shooter",72949.72,110,16
"2014","FIFA 14","2013","Sports",67660.28,52,50
"2014","Quake Live","2010","First-Person Shooter",64563.87,80,81
"2014","Guild Wars 2","2012","Role-Playing Game",60075.36,60,19
"2014","Age of Empires II","1999","Strategy",54308.71,124,21
"2014","StarCraft: Brood War","1998","Strategy",53601.35,32,16
"2014","Project M","2010","Fighting Game",53150.21,208,107
"2014","Super Street Fighter IV Arcade Edition","2010","Fighting Game",39044.63,68,52
"2014","BlazBlue: Chronophantasma","2012","Fighting Game",36535,50,10
"2014","S.K.I.L.L. - Special Force 2","2013","First-Person Shooter",35929.65,10,3
"2014","iRacing.com","2008","Racing",30500,8,2
"2014","Pro Evolution Soccer 2014","2013","Sports",29410.25,4,1
"2014","Tekken Tag Tournament 2","2011","Fighting Game",27583.4,73,51
"2014","Killer Instinct (2013)","2013","Fighting Game",22399.8,43,12
"2014","Halo 4","2012","First-Person Shooter",18950,16,3
"2014","Ultimate Marvel vs. Capcom 3","2011","Fighting Game",17570.01,71,32
"2014","Super Smash Bros. Brawl","2008","Fighting Game",16629.31,80,33
"2014","TrackMania 2: Stadium","2013","Racing",16414.15,56,17
"2014","ShootMania Storm","2013","First-Person Shooter",15000,9,2
"2014","Injustice: Gods Among Us","2013","Fighting Game",14900,56,44
"2014","FIFA 15","2014","Sports",14808.9,39,55
"2014","King of Fighters XIII","2010","Fighting Game",14444.4,51,12
"2014","Heroes of the Storm","2015","Multiplayer Online Battle Arena",14257.5,47,19
"2014","Halo 3","2007","First-Person Shooter",10140.23,21,4
"2014","Super Smash Bros. for Wii U","2014","Fighting Game",9521.65,64,17
"2014","Call of Duty 4: Modern Warfare","2007","First-Person Shooter",6028.93,0,3
"2014","Age of Empires","1997","Strategy",3740,24,3
"2014","Super Smash Bros.","1999","Fighting Game",3073,28,8
"2014","NHL 14","2013","Sports",3023.96,6,3
"2014","Chess.com","2007","Strategy",2999.99,17,3
"2014","Divekick","2013","Fighting Game",1700,9,3
"2014","Counter-Strike","2000","First-Person Shooter",1500,5,1
"2014","TrackMania 2: Canyon","2011","Racing",1194.24,5,2
"2014","Persona 4 Arena","2012","Fighting Game",820,11,2
"2014","Soul Calibur V","2012","Fighting Game",635,32,5
"2014","Street Fighter X Tekken","2012","Fighting Game",520,35,7
"2014","Capcom vs. SNK 2","2001","Fighting Game",445,10,2
"2014","Guilty Gear XX Accent Core Plus R","2012","Fighting Game",440,41,7
"2014","Under Night In-Birth EXE: Late","2014","Fighting Game",320,16,6
"2014","Xonotic","2010","First-Person Shooter",315.73,20,1
"2014","Age of Mythology","2002","Strategy",200,3,1
"2014","Marvel vs. Capcom 2","2000","Fighting Game",200,11,2
"2014","Dead or Alive 5 Ultimate","2013","Fighting Game",0,33,5
"2014","Just Dance 2014","2014","Sports",0,3,1
"2014","Mortal Kombat 9","2011","Fighting Game",0,21,3
"2014","Persona 4 Arena Ultimax","2013","Fighting Game",0,8,1
"2014","Skullgirls Encore","2014","Fighting Game",0,10,2
"2014","Soul Calibur II HD Online","2013","Fighting Game",0,14,2
"2014","Street Fighter Alpha 3","1998","Fighting Game",0,8,1
"2014","Street Fighter III: 3rd Strike","1999","Fighting Game",0,11,2
"2014","Super Street Fighter II Turbo","1994","Fighting Game",0,23,4
"2014","Virtua Fighter 5 Final Showdown","2010","Fighting Game",0,16,2
"2015","Dota 2","2013","Multiplayer Online Battle Arena",31050786.86,983,227
"2015","League of Legends","2009","Multiplayer Online Battle Arena",7717807.16,1918,309
"2015","Counter-Strike: Global Offensive","2012","First-Person Shooter",6284970.14,3021,707
"2015","SMITE","2014","Multiplayer Online Battle Arena",3709088.73,252,42
"2015","StarCraft II","2010","Strategy",3017759.24,501,690
"2015","Call of Duty: Advanced Warfare","2014","First-Person Shooter",2481861.12,759,364
"2015","Heroes of the Storm","2015","Multiplayer Online Battle Arena",2470686.83,666,286
"2015","Hearthstone","2014","Collectible Card Game",2372583.73,563,251
"2015","World of Tanks","2010","Strategy",1203054.52,248,20
"2015","Heroes of Newerth","2010","Multiplayer Online Battle Arena",810839.41,261,76
"2015","Ultra Street Fighter IV","2014","Fighting Game",642578.64,148,123
"2015","Super Smash Bros. Melee","2001","Fighting Game",514706.42,557,533
"2015","CrossFire","2007","First-Person Shooter",500714.08,133,73
"2015","World of WarCraft","2004","Role-Playing Game",470948.7,82,20
"2015","Halo 2 Anniversary","2014","First-Person Shooter",378667.45,81,13
"2015","Super Smash Bros. for Wii U","2014","Fighting Game",274699.63,478,293
"2015","Mortal Kombat X","2015","Fighting Game",232922.43,65,40
"2015","Attack on Titan Tribute Game","2013","Fighting Game",220200,28,15
"2015","WarCraft III","2002","Strategy",219597.87,56,58
"2015","Age of Empires II","1999","Strategy",202786.83,221,13
"2015","Vainglory","2014","Multiplayer Online Battle Arena",193392.54,83,4
"2015","H1Z1","2016","Battle Royale",173328,20,2
"2015","StarCraft: Brood War","1998","Strategy",153783.67,81,55
"2015","Point Blank","2008","First-Person Shooter",143097.75,103,11
"2015","Evolve","2015","First-Person Shooter",131509.05,110,33
"2015","FIFA 15","2014","Sports",129565.09,148,297
"2015","Magic: The Gathering Online","2002","Collectible Card Game",116000,16,1
"2015","Guild Wars 2","2012","Role-Playing Game",115930.14,39,34
"2015","Blade & Soul","2012","Role-Playing Game",103401.12,16,2
"2015","Tekken 7","2015","Fighting Game",97214.27,14,3
"2015","S.K.I.L.L. - Special Force 2","2013","First-Person Shooter",91548.95,65,16
"2015","Battlefield 4","2013","First-Person Shooter",83382.97,93,69
"2015","Killer Instinct (2013)","2013","Fighting Game",83227.57,43,13
"2015","Team Fortress 2","2007","First-Person Shooter",82721.87,195,18
"2015","Call of Duty: Black Ops III","2015","First-Person Shooter",77597.45,145,23
"2015","Project M","2010","Fighting Game",57236.28,213,72
"2015","KartRider","2004","Racing",54188,12,1
"2015","Quake Live","2010","First-Person Shooter",49091.89,51,41
"2015","Counter-Strike Online","2016","First-Person Shooter",40000,15,1
"2015","iRacing.com","2008","Racing",39694.67,113,6
"2015","Guilty Gear Xrd -SIGN-","2014","Fighting Game",30335.66,69,28
"2015","Halo 5: Guardians","2015","First-Person Shooter",28490.94,35,7
"2015","Pro Evolution Soccer 2015","2014","Sports",26544.76,3,1
"2015","TrackMania 2: Stadium","2013","Racing",24265.77,33,15
"2015","Rocket League","2015","Sports",23976.56,96,79
"2015","FIFA 16","2015","Sports",22133.61,19,10
"2015","Ultimate Marvel vs. Capcom 3","2011","Fighting Game",21643.72,72,24
"2015","Chess.com","2007","Strategy",20859.98,69,16
"2015","FIFA Online 3","2012","Sports",20124,8,2
"2015","ShootMania Storm","2013","First-Person Shooter",17028.67,9,4
"2015","Persona 4 Arena Ultimax","2013","Fighting Game",16528.16,41,10
"2015","Super Street Fighter IV Arcade Edition","2010","Fighting Game",13712.98,8,1
"2015","Battlefield Hardline","2015","First-Person Shooter",13463.28,20,1
"2015","Age of Empires","1997","Strategy",12939,26,9
"2015","Super Smash Bros.","1999","Fighting Game",11915.7,57,19
"2015","Super Smash Bros. Brawl","2008","Fighting Game",9890,43,7
"2015","Grey Goo","2015","Strategy",6000,12,3
"2015","Call of Duty: Black Ops 2","2012","First-Person Shooter",5000,4,1
"2015","osu!","2007","Strategy",5000,239,1
"2015","Tekken Tag Tournament 2","2011","Fighting Game",4606.44,29,11
"2015","Skullgirls Encore","2014","Fighting Game",3915.4,23,6
"2015","Brawlhalla","2015","Fighting Game",3710,48,13
"2015","Dead or Alive 5: Last Round","2015","Fighting Game",3709.24,28,7
"2015","Overwatch","2016","First-Person Shooter",3320,44,10
"2015","NHL 15","2014","Sports",3157.16,3,3
"2015","Call of Duty 4: Modern Warfare","2007","First-Person Shooter",2703.33,0,1
"2015","Gears of War 3","2011","Third-Person Shooter",2700,13,2
"2015","NHL '94","1993","Sports",2691.2,16,2
"2015","Project Cars","2015","Racing",2190,15,39
"2015","Wolfenstein: Enemy Territory","2003","First-Person Shooter",2107.3,18,1
"2015","Age of Empires III","2005","Strategy",1995,16,3
"2015","Reflex","2015","First-Person Shooter",1962,9,3
"2015","Under Night In-Birth EXE: Late","2014","Fighting Game",1695.76,25,8
"2015","King of Fighters XIII","2010","Fighting Game",1460.31,31,8
"2015","Street Fighter III: 3rd Strike","1999","Fighting Game",1224.86,10,4
"2015","Divekick","2013","Fighting Game",1110,5,2
"2015","Shards of War","2015","Multiplayer Online Battle Arena",1029.21,20,1
"2015","Rising Thunder","2015","Fighting Game",1000,3,1
"2015","Tetris","1989","Puzzle Game",1000,4,1
"2015","BlazBlue: Chronophantasma Extend","2015","Fighting Game",944.21,15,5
"2015","Soul Calibur V","2012","Fighting Game",920,16,4
"2015","Injustice: Gods Among Us","2013","Fighting Game",870,8,3
"2015","Splatoon","2015","First-Person Shooter",770,3,3
"2015","Street Fighter X Tekken","2012","Fighting Game",600,6,2
"2015","TrackMania 2: Canyon","2011","Racing",540.66,3,1
"2015","Trackmania 2: Valley","2013","Racing",540.66,3,1
"2015","BlazBlue: Chronophantasma","2012","Fighting Game",485.58,24,5
"2015","Legend of Glory","2015","Multiplayer Online Battle Arena",472.66,0,1
"2015","Nitroplus Blasterz: Heroines Infinite Duel","2015","Fighting Game",464,3,1
"2015","Super Street Fighter II Turbo","1994","Fighting Game",328.69,6,2
"2015","Unreal Tournament (2016)","2016","First-Person Shooter",314.63,9,2
"2015","Mortal Kombat 9","2011","Fighting Game",190,3,1
"2015","Ultimate Mortal Kombat 3","1995","Fighting Game",150,3,1
"2015","Virtua Fighter 5 Final Showdown","2010","Fighting Game",145.23,3,1
"2015","Guilty Gear XX Accent Core Plus R","2012","Fighting Game",120,10,2
"2015","Capcom vs. SNK 2","2001","Fighting Game",61.79,3,1
"2015","Dengeki Bunko: Fighting Climax","2014","Fighting Game",60,3,1
"2015","QuakeWorld","1996","First-Person Shooter",55.09,1,1
"2015","Marvel vs. Capcom 2","2000","Fighting Game",0,11,2
"2015","Melty Blood: Actress Again","2009","Fighting Game",0,8,1
"2016","Dota 2","2013","Multiplayer Online Battle Arena",37464419.92,897,154
"2016","Counter-Strike: Global Offensive","2012","First-Person Shooter",17266132.5,4401,861
"2016","League of Legends","2009","Multiplayer Online Battle Arena",10529059.95,1608,182
"2016","Heroes of the Storm","2015","Multiplayer Online Battle Arena",4663149.1,388,63
"2016","Call of Duty: Black Ops III","2015","First-Person Shooter",3862185.84,365,55
"2016","Hearthstone","2014","Collectible Card Game",3455125.46,582,134
"2016","Halo 5: Guardians","2015","First-Person Shooter",3411240.03,176,36
"2016","StarCraft II","2010","Strategy",3182918.35,413,651
"2016","Overwatch","2016","First-Person Shooter",1996942.76,1203,261
"2016","SMITE","2014","Multiplayer Online Battle Arena",1638242.04,316,21
"2016","CrossFire","2007","First-Person Shooter",887159.96,152,20
"2016","Street Fighter V","2016","Fighting Game",869956.88,135,61
"2016","FIFA Online 3","2012","Sports",835082.4,35,3
"2016","Super Smash Bros. Melee","2001","Fighting Game",674499.14,757,750
"2016","Gears of War 4","2016","Third-Person Shooter",501285,77,16
"2016","World of WarCraft","2004","Role-Playing Game",453000,61,4
"2016","Super Smash Bros. for Wii U","2014","Fighting Game",429999.07,577,283
"2016","Rocket League","2015","Sports",429727.73,265,307
"2016","Vainglory","2014","Multiplayer Online Battle Arena",424628.65,165,21
"2016","WarCraft III","2002","Strategy",419963.19,93,108
"2016","World of Tanks","2010","Strategy",400000,40,2
"2016","Guild Wars 2","2012","Role-Playing Game",300000,100,4
"2016","Rainbow Six Siege","2015","First-Person Shooter",295680.03,111,22
"2016","Mortal Kombat X","2015","Fighting Game",290129.99,45,21
"2016","H1Z1","2016","Battle Royale",267244,18,2
"2016","Heroes of Newerth","2010","Multiplayer Online Battle Arena",246433.55,97,24
"2016","Clash Royale","2016","Strategy",228859.56,33,7
"2016","Attack on Titan Tribute Game","2013","Fighting Game",177000,20,10
"2016","Gears of War: Ultimate Edition","2015","Third-Person Shooter",170000,39,3
"2016","Blade & Soul","2012","Role-Playing Game",156182.4,28,2
"2016","Point Blank","2008","First-Person Shooter",145000,74,2
"2016","KartRider","2004","Racing",144234,19,3
"2016","MechWarrior Online","2013","First-Person Shooter",143490,0,1
"2016","Call of Duty: Infinite Warfare","2016","First-Person Shooter",125020.99,56,4
"2016","Magic: The Gathering Online","2002","Collectible Card Game",104000,13,1
"2016","Paladins","2015","First-Person Shooter",104000,26,2
"2016","Mortal Kombat XL","2016","Fighting Game",100941.39,24,7
"2016","Madden NFL 2017","2016","Sports",100000,16,1
"2016","FIFA 16","2015","Sports",95694.5,54,18
"2016","Brawlhalla","2015","Fighting Game",78931.09,117,68
"2016","Team Fortress 2","2007","First-Person Shooter",78899.83,226,21
"2016","Tekken 7","2015","Fighting Game",78599.54,66,16
"2016","StarCraft: Brood War","1998","Strategy",75767.76,32,13
"2016","Age of Empires","1997","Strategy",62321.8,99,20
"2016","Killer Instinct (2013)","2013","Fighting Game",55479.59,44,12
"2016","Age of Empires II","1999","Strategy",51096.14,124,30
"2016","Madden NFL 2016","2015","Sports",50000,8,1
"2016","iRacing.com","2008","Racing",47319.88,134,8
"2016","Uncharted 4: A Thief's End","2016","First-Person Shooter",46235.07,5,1
"2016","Pokkén Tournament","2016","Fighting Game",40381.66,38,10
"2016","Counter-Strike Online","2016","First-Person Shooter",40000,15,1
"2016","Old School Runescape","2013","Role-Playing Game",40000,4,4
"2016","Forza Motorsport 6","2015","Racing",39850,35,7
"2016","Project M","2010","Fighting Game",38048.66,162,48
"2016","Project Cars","2015","Racing",33395.5,30,48
"2016","Grey Goo","2015","Strategy",30400,16,2
"2016","FIFA 17","2016","Sports",30305.99,41,4
"2016","Guilty Gear Xrd -REVELATOR-","2016","Fighting Game",28899.49,47,11
"2016","Quake Live","2010","First-Person Shooter",28002.76,14,25
"2016","Pro Evolution Soccer 2016","2015","Sports",27243.84,17,6
"2016","QuakeWorld","1996","First-Person Shooter",25000,16,1
"2016","Chess.com","2007","Strategy",23859.98,81,22
"2016","Ultimate Marvel vs. Capcom 3","2011","Fighting Game",18501.06,45,25
"2016","Super Smash Bros.","1999","Fighting Game",18200.77,77,33
"2016","Battlerite","2016","Multiplayer Online Battle Arena",12881.74,55,38
"2016","TrackMania 2: Stadium","2013","Racing",12386.52,29,15
"2016","Ultra Street Fighter IV","2014","Fighting Game",8546.61,42,15
"2016","Metal Gear Online","2008","First-Person Shooter",8000,37,8
"2016","Guilty Gear Xrd -SIGN-","2014","Fighting Game",7110,25,10
"2016","osu!","2007","Strategy",6220,414,2
"2016","Battlefield 4","2013","First-Person Shooter",6070.68,40,3
"2016","King of Fighters XIV","2016","Fighting Game",5318.49,19,4
"2016","Skullgirls Encore","2014","Fighting Game",5240,15,5
"2016","Pro Evolution Soccer 2017","2016","Sports",4697.71,23,11
"2016","Super Smash Bros. Brawl","2008","Fighting Game",4500.54,38,13
"2016","BlazBlue: Chronophantasma Extend","2015","Fighting Game",3974.56,16,6
"2016","Under Night In-Birth EXE: Late","2014","Fighting Game",3050,19,7
"2016","BlazBlue: Central Fiction","2015","Fighting Game",2836.51,11,2
